source:pkey,name,addr:full,addr:housenumber,addr:postcode,addr:city,phone,fax,email,website,source:date,addr:street,addr:unit,amenity,emergency
3620541,Atenció Continuada Cap Celrà," Ct De Juià, 135", 135,17460,Celrà,972492500,972 49 35 81,eap_celra.girona.ics@gencat.cat,,2020-03-19T07:59:24, Ct De Juià,,clinic,yes
3619569,Consultori Local Les Pallargues," Pl Ajuntament, S/N", ,25212,"Plans de Sió, els",973554129,,,,2020-03-19T07:59:53, PlaçaAjuntament,,clinic,
3621885,Hospital General De L'Hospitalet," Cr Josep Molins, 29-41", 29-41,08906,"Hospitalet de Llobregat, l'",934407500,93 333 45 43,,http://www.csi.cat/ciutadans/centres/hospital-hospitalet/es_index.html,2020-03-19T07:58:07, Cr Josep Molins,,hospital,
3622335,Cuap El Prat De Llobregat," Cr Empúries, 1-3", 1-3,08820,"Prat de Llobregat, el",,,,,2020-03-19T07:58:51, Cr Empúries,,clinic,yes
3622740,Consultori Local Poble Nou," Cr Del Remei, 1-9", 1-9,08203,Sabadell,937269415,,,,2020-03-19T07:57:54, Cr Del Remei,,clinic,
3619547,Consultori Local Ivorra," Pl Major, S/N", ,25216,Ivorra,973531048,,,,2020-03-19T07:59:54, PlaçaMajor,,clinic,
3620816,Cap Sant Miquel," Av Francesc Macià, 154", 154,08401,Granollers,938791625,93 879 36 94,grasud.mn.ics@gencat.cat,,2020-03-19T07:57:42, Av Francesc Macià,,clinic,
3620325,Consultori Local La Llacuna," Pl De Les Eres, S/N", ,08779,"Llacuna, la",938977007,,,,2020-03-19T07:59:14, PlaçaDe Les Eres,,clinic,
3620352,Consultori Local El Port De La Selva," Cr Major, 57", 57,17489,"Port de la Selva, el",972388100,,,,2020-03-19T07:59:30, Cr Major,,clinic,
3619765,Consultori Local Roda De Berà," Cr De La Font, 7, Portal B", 7,43883,Roda de Berà,977657514,,,,2020-03-19T07:59:39, Cr De La Font, Portal B,clinic,
3619714,Consultori Local Vilagrassa," Cr Anglesola, S/N", ,25330,Vilagrassa,973500374,,,,2020-03-19T07:59:48, Cr Anglesola,,clinic,
10926496,Assir Ripollès," Ct De Gombrèn, 20", 20,17530,Campdevànol,,,,,2020-03-19T07:59:19, Ct De Gombrèn,,clinic,
3622345,Cap Montclar," Cr Pi I Margall, 115", 115,08830,Sant Boi de Llobregat,936529116,93  640 90 52,mclar.bll.cp.ics@gencat.net,,2020-03-19T07:58:51, Cr Pi I Margall,,clinic,
3619997,Consultori Local Algerri," Pl Major, 1", 1,25130,Algerri,973426027,,,,2020-03-19T07:59:57, PlaçaMajor,,clinic,
3620237,Cuap Bages," Cr Soler I March, 6", 6,08242,Manresa,,,diracutbagesbergueda.cc.ics@gencat.cat,,2020-03-19T07:59:12, Cr Soler I March,,clinic,
3622228,Atenció Continuada Cap Dr. Gonçal Calvo I Queraltó," Cr Joan Fusté Ortells, 1", 1,08310,Argentona,937561092,93 756 13 74,gerencia@csdm.cat,http://www.csdm.cat,2020-03-19T07:58:01, Cr Joan Fusté Ortells,,clinic,yes
3622428,Consultori Local Sant Julià De Cerdanyola," Pl De L'Ajuntament, S/N", ,08699,Sant Julià de Cerdanyola,938227678,,,,2020-03-19T07:59:08, PlaçaDe L'Ajuntament,,clinic,
3619864,Centre Mq Reus," Cr Antoni Gaudí, 26", 26,43203,Reus,977010800,977 31 73 99,oros@grupsagessa.com,http://www.grupsagessa.com/index.php?option=com_content&view=article&id=92&Itemid=28,2020-03-19T07:59:45, Cr Antoni Gaudí,,hospital,
3620158,Atenció Continuada Cap Flix," Cr Major, 76", 76,43750,Flix,977412208,977 41 22 00,,,2020-03-19T07:59:34, Cr Major,,clinic,yes
3620967,Hospital De Sant Celoni," Av De L'Hospital, 19", 19,08470,Sant Celoni,938670617,93 867 23 11,secretaria@hsceloni.es,http://www.hsceloni.es/,2020-03-19T07:57:37, Av De L'Hospital,,hospital,
3621520,Consultori Local La Múnia," Cr Anselm Clavé, 11", 11,08732,Castellví de la Marca,938919075,,,,2020-03-19T07:58:59, Cr Anselm Clavé,,clinic,
3621348,Consultori Local Bossòst," Cr Pietat, 92", 92,25550,Bossòst,973648211,,usuari@aransalut.com,,2020-03-19T07:58:59, Cr Pietat,,clinic,
3622583,Cap Mas Font," Pg Marina, 2-4", 2-4,08840,Viladecans,936472177,93 637 49 06,vila1.bll.cp.ics@gencat.net,,2020-03-19T07:58:47, Pg Marina,,clinic,
3620406,Cap Sils," Ps Sant Cosme I Sant Damià, S/N", ,17410,Sils,972168492,972 16 82 92,eap_sils.girona.ics@gencat.cat,,2020-03-19T07:59:15, Ps Sant Cosme I Sant Damià,,clinic,
3619976,Consultori Local L'Espluga Calba," Cr Pau Casals, 15", 15,25410,"Espluga Calba, l'",973156127,,,,2020-03-19T07:59:57, Cr Pau Casals,,clinic,
3620277,Consultori Local Riells I Viabrea," Ur Can Salvà, 1", 1,17404,Riells i Viabrea,972189038,972 87 14 47,,,2020-03-19T07:59:16, Ur Can Salvà,,clinic,
3619986,Consultori Local Bellaguarda," Cr Escoles, 12", 12,25163,Bellaguarda,973124046,,,,2020-03-19T07:59:57, Cr Escoles,,clinic,
3621896,Cap Doctor Barraquer," Pl Doctor Trueta, S/N", ,08930,Sant Adrià de Besòs,933817605,93 381 98 03,abs1.stadria.sanitat@gencat.cat,,2020-03-19T07:58:06, PlaçaDoctor Trueta,,clinic,
3619825,Consultori Local Capafonts," Cr Les Fonts, 7", 7,43364,Capafonts,977868113,,,,2020-03-19T07:59:45, Cr Les Fonts,,clinic,
3621852,Hospital Comarcal De L'Alt Penedès," Cr L'Espirall, 61", 61,08720,Vilafranca del Penedès,938180440,93 818 04 91,,http://www.csap.es/,2020-03-19T07:58:57, Cr L'Espirall,,hospital,
3620388,Consultori Local Camallera," Cr Santiago Rusiñol, 5", 5,17465,Saus,972794140,,,,2020-03-19T07:59:29, Cr Santiago Rusiñol,,clinic,
3622690,Cap Martí I Julià," Cr Martí I Julià, 11-19", 11-19,08911,Badalona,931671840,93 167 18 41,bsa@bsa.cat,https://www.bsa.cat/,2020-03-19T07:58:46, Cr Martí I Julià,,clinic,
10926103,Assir Baix Penedès El Vendrell," Cr Transversal, S/N", ,43700,"Vendrell, el",977667703,977 66 54 17,ebravo@xarxatecla.cat,http://www.xarxatecla.cat,2020-03-19T07:59:42, Cr Transversal,,clinic,
3621328,Consultori Local Montcortés," Cr Únic, S/N", ,25513,Baix Pallars,973621465,,,,2020-03-19T07:59:00, Cr Únic,,clinic,
3622604,Cap Matadepera," Pl De L'Ajuntament, 2", 2,08230,Matadepera,937871055,,atencioalciutadamdp@cst.cat,http://www.cst.cat/,2020-03-19T07:57:57, PlaçaDe L'Ajuntament,,clinic,
10929973,Assir Baix Llobregat Hospitalet De Llobregat Ronda De La Torrassa," Rd Torrassa, 151-153", 151-153,08903,"Hospitalet de Llobregat, l'",,,,,2020-03-19T07:58:11, Rd Torrassa,,clinic,
3619743,Consultori Local El Pont D'Armentera," Cr Orquestra Galans, 1", 1,43817,"Pont d'Armentera, el",977638200,,,,2020-03-19T07:59:47, Cr Orquestra Galans,,clinic,
3619754,Consultori Local Creixell," Av De Valls, S/N", ,43839,Creixell,977800336,,,,2020-03-19T07:59:40, Av De Valls,,clinic,
3620408,Consultori Local Tossa De Mar," Av Catalunya, 14", 14,17320,Tossa de Mar,972341828,972 34 17 13,,,2020-03-19T07:59:15, Av Catalunya,,clinic,
3620828,Hospital General De Granollers," Cr Francesc Ribas, 62", 62,08402,Granollers,938425000,93 842 50 17,cbarbany@fhag.es,http://www.fhag.es,2020-03-19T07:57:41, Cr Francesc Ribas,,hospital,
9013533,Atenció Continuada Cap Ronda Cerdanya," Cr Vallès, 37", 37,08303,Mataró,,,,,2020-03-19T07:58:00, Cr Vallès,,clinic,yes
3620223,Consultori Local Fals," Cr Escoles, S/N", ,08259,Fonollosa,938369018,,,,2020-03-19T07:59:12, Cr Escoles,,clinic,
3619749,Consultori Local La Vilella Baixa," Pl De L'Església, 2", 2,43374,"Vilella Baixa, la",977839101,,,,2020-03-19T07:59:40, PlaçaDe L'Església,,clinic,
3619658,Consultori Local Montoliu De Lleida," Cr Orient, 3", 3,25172,Montoliu de Lleida,973720489,,,,2020-03-19T07:59:50, Cr Orient,,clinic,
3621337,Cap Sort," Cm De La Cabanera, 1", 1,25560,Sort,973621465,973 62 10 13,abssobira.pirineu.ics@gencat.cat,,2020-03-19T07:59:00, Cm De La Cabanera,,clinic,
3620954,Consultori Local De Figaró-Montmany," Ct De Ribes, 37", 37,08590,Figaró-Montmany,938429256,93 842 9256,figaro.mn.ics@gencat.cat,,2020-03-19T07:57:38, Ct De Ribes,,clinic,
3619709,Consultori Local La Guàrdia," Cr Escoles, S/N", ,25331,Tornabous,973310852,,,,2020-03-19T07:59:48, Cr Escoles,,clinic,
3619935,Consultori Local Segur De Calafell," Av Espanya, 314", 314,43882,Calafell,977164408,,,,2020-03-19T07:59:42, Av Espanya,,clinic,
3622596,Consultori Local Teià," Ps De La Riera, 118", 118,08329,Teià,935401203,,mportas.mn.ics@gencat.cat,,2020-03-19T07:57:57, Ps De La Riera,,clinic,
3620440,Consultori Local Sant Pere Sallavinera," Cr Raval, S/N", ,08281,Sant Pere Sallavinera,938698830,,,,2020-03-19T07:59:13, Cr Raval,,clinic,
3620147,Consultori Local El Castell," Cr Sant Jaume, 45", 45,43550,Ulldecona,977721322,,,,2020-03-19T07:59:34, Cr Sant Jaume,,clinic,
3620413,Consultori Local Argençola," Pl De L'Església, S/N", ,08719,Argençola,938092000,,,,2020-03-19T07:59:15, PlaçaDe L'Església,,clinic,
3620351,Consultori Local Portbou," Ps De La Sardana, 11", 11,17497,Portbou,972390700,972 12 51 23,,,2020-03-19T07:59:30, Ps De La Sardana,,clinic,
3619782,Pius Hospital De Valls," Pl Sant Francesc, 1", 1,43800,Valls,977613000,977 60 50 14,abenet@piushospital.cat,http://www.piushospital.cat/,2020-03-19T07:59:46, PlaçaSant Francesc,,hospital,
3622058,Consultori Local Olivella," Ur Mas Mila Carrer Aquari, S/N", ,08810,Olivella,938968092,93 896 83 10,,,2020-03-19T07:58:03, Ur Mas Mila Carrer Aquari,,clinic,
3620286,Consultori Local Espolla," Cr Mossèn Amadeu Sudrià, 3", 3,17753,Espolla,972563815,,,,2020-03-19T07:59:31, Cr Mossèn Amadeu Sudrià,,clinic,
3620561,Cap Serraparera," Cr Diagonal, S/N", ,08290,Cerdanyola del Vallès,935806363,93 692 18 50,serra@cerdanyola.scs.es,,2020-03-19T07:57:48, Cr Diagonal,,clinic,
3619983,Consultori Local Juneda," Cr Domingo Cardenal, S/N", ,25430,Juneda,973150221,,,,2020-03-19T07:59:57, Cr Domingo Cardenal,,clinic,
3619772,Consultori Local Rodonyà," Cr Diputació, 4", 4,43812,Rodonyà,977628274,,,,2020-03-19T07:59:47, Cr Diputació,,clinic,
3620092,Consultori Local Sant Cebrià De Vallalta," Cr Centre, 27", 27,08396,Sant Cebrià de Vallalta,937631475,,,,2020-03-19T07:59:20, Cr Centre,,clinic,
3620213,Consultori Local Balsareny," Pl Roc Garcia, S/N", ,08660,Balsareny,938396127,,,,2020-03-19T07:59:12, PlaçaRoc Garcia,,clinic,
3620193,Consultori Local La Palma D'Ebre," Cr Major, 26", 26,43370,"Palma d'Ebre, la",977819066,,,,2020-03-19T07:59:33, Cr Major,,clinic,
3619791,Consultori Local Almoster," Cr Aubareda, 24", 24,43393,Almoster,977855646,,jvalero@grupsagessa.com,http://www.grupsagessa.cat,2020-03-19T07:59:46, Cr Aubareda,,clinic,
3620499,Consultori Local Argelaguer," Cr Major, S/N", ,17853,Argelaguer,972687606,,,,2020-03-19T07:59:26, Cr Major,,clinic,
3621519,Consultori Local Les Cabanyes," Ct De Guardiola, S/N", ,08794,"Cabanyes, les",938923858,,,,2020-03-19T07:58:59, Ct De Guardiola,,clinic,
10929868,Assir Barcelona Ciutat Pare Claret," Cr Sant Antoni Maria Claret, 19-23", 19-23,08037,Barcelona,932082384,93 208 25 74,,,2020-03-19T07:58:43, Cr Sant Antoni Maria Claret,,clinic,
3620772,Consultori Local Estamariu," Cr Únic, S/N", ,25719,Estamariu,973351457,,,,2020-03-19T07:59:03, Cr Únic,,clinic,
3619683,Consultori Local Seana," Cr Les Escoles, S/N", ,25262,Bellpuig,973718359,,,,2020-03-19T07:59:49, Cr Les Escoles,,clinic,
3619509,Consultori Local L'Albi," Cr Abeurador, 1", 1,25450,"Albi, l'",973175056,,,,2020-03-19T07:59:58, Cr Abeurador,,clinic,
3619948,Cap Baix Ebre," Av Cristòfol Colom, 16-20", 16-20,43500,Tortosa,977502638,977 58 10 02,,,2020-03-19T07:59:36, Av Cristòfol Colom,,clinic,
10926616,Assir Alt Maresme," Cr Sant Jaume, 209-217", 209-217,08370,Calella,,,,,2020-03-19T07:59:21, Cr Sant Jaume,,clinic,
9026594,Atenció Continuada Cap Apenins-Montigalà," Cr Apenins, S/N", ,08917,Badalona,,,,,2020-03-19T07:58:46, Cr Apenins,,clinic,yes
3619994,Consultori Local Agulló," Pl Major, S/N", ,25692,Àger,973455013,,,,2020-03-19T07:59:57, PlaçaMajor,,clinic,
3620515,Consultori Local Les Planes D'Hostoles," Pg Passatge De L'Estació, S/N", ,17172,"Planes d'Hostoles, les",972448112,,,,2020-03-19T07:59:25, Pg Passatge De L'Estació,,clinic,
3619820,Cap Les Borges Del Camp," Av De La Font De Les Escales, S/N", ,43350,"Borges del Camp, les",977560089,977 56 08 75,etllaurado.tgn.ics@gencat.cat,,2020-03-19T07:59:46, Av De La Font De Les Escales,,clinic,
3620659,Cap Doctor Lluís Sayé," Cr Torres I Amat, 8", 8,08001,Barcelona,933012532,93 317 12 17,cvrn01.pbcn@ics.scs.es,,2020-03-19T07:58:43, Cr Torres I Amat,,clinic,
3620315,Cuap Igualada," Av Catalunya, 11", 11,08700,Igualada,938075800,,,http://www.csa.cat,2020-03-19T07:59:14, Av Catalunya,,clinic,
3619551,Consultori Local Montoliu De Segarra," Cr Call, 5", 5,25217,Montoliu de Segarra,973531048,,,,2020-03-19T07:59:54, Cr Call,,clinic,
3620784,Consultori Local Parròquia D'Hortó," Cr Únic, S/N", ,25714,Ribera d'Urgellet,973350470,,,,2020-03-19T07:59:03, Cr Únic,,clinic,
3620935,Cap Trinitat Vella," Vi Barcino, 88", 88,08033,Barcelona,932741909,93 345 01 50,,,2020-03-19T07:58:41, Vi Barcino,,clinic,
3622576,Cap Vila Vella," Ct Sant Boi, 108", 108,08620,Sant Vicenç dels Horts,936724569,93 656 53 12,svicen.bll.cp.ics@gencat.net,,2020-03-19T07:58:47, Ct Sant Boi,,clinic,
3619851,Consultori Local Marçà," Pl Arenes, 1", 1,43775,Marçà,977178186,,,,2020-03-19T07:59:41, PlaçaArenes,,clinic,
3620639,Consultori Local Cambrils (Odèn)," Ct Coll De Jou-Font D'Espia, , Km 18,8", ,25283,Odèn,973489001,,,,2020-03-19T07:59:05, Ct Coll De Jou-Font D'Espia," Km 18,8",clinic,
3621196,Centre De Salut Isabel Roig Cap Casernes De Sant Andreu," Cr Fernando Pessoa, 47-51", 47-51,08030,Barcelona,932747955,,,,2020-03-19T07:58:40, Cr Fernando Pessoa,,clinic,
3620264,Atenció Continuada Cap Breda," Av De La Verge De Montserrat, 13", 13,17400,Breda,972870450,,info@ias.cat,http://www.ias.cat,2020-03-19T07:59:17, Av De La Verge De Montserrat,,clinic,yes
3621177,Centre D'Atenció Pediàtrica Integral Barcelona Esquerra (Capibe)," Cr Numància, 9-13", 9-13,08029,Barcelona,934445444,,,,2020-03-19T07:58:40, Cr Numància,,clinic,
3620905,Consultori Local Boí," Pl Del Treio, 3", 3,25528,"Vall de Boí, la",973694018,,,,2020-03-19T07:59:02, PlaçaDel Treio,,clinic,
3619688,Consultori Local Maldà," Pl H. De La Vellesa, 1", 1,25266,Maldà,973331122,,,,2020-03-19T07:59:49, PlaçaH. De La Vellesa,,clinic,
3620328,Consultori Local Òdena," Cr La Font, 5", 5,08711,Òdena,938030129,,,,2020-03-19T07:59:14, Cr La Font,,clinic,
3619594,Consultori Local Corbins," Pl De La Vila, S/N", ,25137,Corbins,973191169,,,,2020-03-19T07:59:52, PlaçaDe La Vila,,clinic,
3620422,Consultori Local Vilamalla," Cr Borrassà, 10", 10,17469,Vilamalla,972526189,,,,2020-03-19T07:59:29, Cr Borrassà,,clinic,
3621382,Cuap Horta," Cr Sant Gaudenci, 21", 21,08031,Barcelona,934289517,,,,2020-03-19T07:58:39, Cr Sant Gaudenci,,clinic,
3619592,Consultori Local Aitona," Av 27 De Gener, 67", 67,25182,Aitona,973794636,,,,2020-03-19T07:59:52, Av 27 De Gener,,clinic,
3620667,Cap Horta - Equip Barcelona 7D," Cr Lisboa, 1", 1,08032,Barcelona,934072768,93 420 96 57,,,2020-03-19T07:58:42, Cr Lisboa,,clinic,
3620128,Atenció Continuada Cap Camprodon," Cr Mossèn Jacint Verdaguer, 1", 1,17867,Camprodon,972741213,972 74 12 13,eap_camprodon.girona.ics@gencat.cat,,2020-03-19T07:59:19, Cr Mossèn Jacint Verdaguer,,clinic,yes
3620033,Consultori Local Les Ventoses," Cr Basseta, S/N", ,25316,Preixens,973390635,,,,2020-03-19T07:59:56, Cr Basseta,,clinic,
3619522,Consultori Local Fondarella," Cr Mossèn Jesús Huguet, 1", 1,25244,Fondarella,973711790,,,,2020-03-19T07:59:55, Cr Mossèn Jesús Huguet,,clinic,
3620276,Consultori Local Osor," Cr Major, 36", 36,17161,Osor,972446000,,,,2020-03-19T07:59:16, Cr Major,,clinic,
3619831,Consultori Local Montbrió Del Camp," Av Josep M. Solé, 1-3", 1-3,43340,Montbrió del Camp,977826180,,,,2020-03-19T07:59:45, Av Josep M. Solé,,clinic,
3619979,Atenció Continuada Cap La Granadella," Cr La Pobla, 74", 74,25177,"Granadella, la",973133207,973 13 36 50,granadella.lleida.ics@gencat.cat,,2020-03-19T07:59:57, Cr La Pobla,,clinic,yes
3620418,Consultori Local Carme," Av Catalunya, S/N", ,08787,Carme,938080051,,,,2020-03-19T07:59:15, Av Catalunya,,clinic,
3621842,Consultori Local Torrelles De Foix," Cr Ronda, 2", 2,08737,Torrelles de Foix,938971556,93 897 17 06,,,2020-03-19T07:58:58, Cr Ronda,,clinic,
3620084,Cap Dr. Josep Torner I Fors," Av De La Costa Brava, S/N", ,08380,Malgrat de Mar,937619500,93 761 95 05,mgomez@salutms.cat,,2020-03-19T07:59:21, Av De La Costa Brava,,clinic,
3620363,Atenció Continuada Cap Navarcles," Cr Fortià I Solà, 11", 11,08270,Navarcles,938310030,,cap.st.fruitos@manresa.scs.es,,2020-03-19T07:59:11, Cr Fortià I Solà,,clinic,yes
3620154,Consultori Local La Bisbal De Falset," Cr Palma, 39", 39,43372,"Bisbal de Falset, la",977321712,,,,2020-03-19T07:59:34, Cr Palma,,clinic,
3619897,Cap Muralles," Cr Escultor Verderol, S/N", ,43002,Tarragona,977249404,977 24 94 97,eaptarragona8@murallessalut.cat,,2020-03-19T07:59:39, Cr Escultor Verderol,,clinic,
3620199,Consultori Local La Torre Del Espanyol," Pl La Pau, 5", 5,43792,"Torre de l'Espanyol, la",977405375,,,,2020-03-19T07:59:33, PlaçaLa Pau,,clinic,
3619891,Atenció Continuada Cap Bonavista," Cr Set-Bonavista, 36", 36,43100,Tarragona,977529497,977 54 17 21,bonavista.tgn.ics@gencat.cat,,2020-03-19T07:59:39, Cr Set-Bonavista,,clinic,yes
3619564,Consultori Local El Llor," Pl Major, S/N", ,25211,Torrefeta i Florejacs,973531048,,,,2020-03-19T07:59:53, PlaçaMajor,,clinic,
8642908,Consultori Local Masboquera," Cr Santa Marina, 30", 30,43891,Vandellòs i l'Hospitalet de l'Infant,977820336,,,,2020-03-19T07:59:43, Cr Santa Marina,,clinic,
3622208,Cap Sitges," Cm Dels Capellans, S/N", ,08870,Sitges,938947578,93 811 15 77,,,2020-03-19T07:58:03, Cm Dels Capellans,,clinic,
3620942,Cap Lliçà De Vall," Cr Cerdanya, 39", 39,08185,Lliçà de Vall,938445630,93 843 83 88,llicav.mn.ics@gencat.cat,,2020-03-19T07:57:40, Cr Cerdanya,,clinic,
3619648,Consultori Local Pira," Cr Diputació, S/N", ,43423,Pira,977887257,,,,2020-03-19T07:59:41, Cr Diputació,,clinic,
3622855,Consultori Local La Floresta," Cr Pearson, 36", 36,08198,Sant Cugat del Vallès,936747615,,,,2020-03-19T07:57:52, Cr Pearson,,clinic,
3622040,Cap Santa Coloma De Gramenet," Cr Major, 49-53", 49-53,08921,Santa Coloma de Gramenet,934662096,93 466 00 76,abs4.stacoloma.sanitat@gencat.cat,,2020-03-19T07:58:05, Cr Major,,clinic,
3620112,Atenció Continuada Cap La Sénia," Ps De La Clotada, 60", 60,43560,"Sénia, la",977570903,977 57 50 16,,,2020-03-19T07:59:34, Ps De La Clotada,,clinic,yes
3619641,Consultori Local Blancafort," Pl Dels Arbres, 11", 11,43411,Blancafort,977892088,,,,2020-03-19T07:59:42, PlaçaDels Arbres,,clinic,
3620534,Consultori Local Montfullà," Cr Ral, S/N", ,17162,Bescanó,972442570,,,,2020-03-19T07:59:24, Cr Ral,,clinic,
3622681,Consultori Local Cantonigrós," Cr Major, 49", 49,08511,"Esquirol, l'",938565283,,,,2020-03-19T07:59:06, Cr Major,,clinic,
3619517,Consultori Local Barbens," Cr Jacint Verdaguer, S/N", ,25262,Barbens,973718038,,,,2020-03-19T07:59:55, Cr Jacint Verdaguer,,clinic,
3622019,Cap Can Moritz," Cr Mossèn Andreu, 13-19", 13-19,08940,Cornellà de Llobregat,934714512,93 471 45 11,jsoler.blc.cp.ics@gencat.net,,2020-03-19T07:58:56, Cr Mossèn Andreu,,clinic,
3619810,Cuap Salou," Cr Carrilet, 12", 12,43840,Salou,,,salou.tgn.ics@gencat.cat,,2020-03-19T07:59:37, Cr Carrilet,,clinic,yes
3622694,Cap Progrès-Raval," Cr General Weyler, 44", 44,08912,Badalona,933890695,93 464 05 21,bsa@bsa.cat,https://www.bsa.cat/,2020-03-19T07:58:46, Cr General Weyler,,clinic,
3620174,Consultori Local Vilallonga De Ter," Pl Escoles, S/N", ,17869,Vilallonga de Ter,972740406,,,,2020-03-19T07:59:18, PlaçaEscoles,,clinic,
3620202,Cap Batea," Av De La Terra Alta, 58", 58,43786,Batea,977430318,977 43 03 50,,,2020-03-19T07:59:33, Av De La Terra Alta,,clinic,
3619902,Cap Santa Tecla-Llevant," Cr Joan Fuster I Ortells, S/N", ,43007,Tarragona,977259000,977 25 80 18,admllevant@xarxatecla.cat,http://www.xarxatecla.cat,2020-03-19T07:59:39, Cr Joan Fuster I Ortells,,clinic,
3621522,Cap Gelida," Av Circumval·Lació, 41", 41,08790,Gelida,937792362,,admgeli.bln.cp.ics@gencat.net,,2020-03-19T07:58:59, Av Circumval·Lació,,clinic,
3621511,Cap Vielha," Cr Espitau, 8", 8,25530,Vielha e Mijaran,973643140,973 64 31 41,usuari@aransalut.com,,2020-03-19T07:58:59, Cr Espitau,,clinic,
3619654,Consultori Local Vilaverd," Pl Bàscula, S/N", ,43490,Vilaverd,977876070,,,,2020-03-19T07:59:41, PlaçaBàscula,,clinic,
3620449,Cap Vilanova Del Camí," Ct De La Pobla, 74", 74,08788,Vilanova del Camí,938063302,93 806 24 23,dirvilanova.cc.ics@gencat.cat,,2020-03-19T07:59:13, Ct De La Pobla,,clinic,
3620393,Consultori Local Vilabertran," Cr Comuners De Castella, 10", 10,17760,Vilabertran,972510751,,,,2020-03-19T07:59:29, Cr Comuners De Castella,,clinic,
3619578,Consultori Local Alfarràs," Cr Sisquella, 2", 2,25120,Alfarràs,973761136,,,,2020-03-19T07:59:53, Cr Sisquella,,clinic,
3619837,Cap Horts De Miró," Cm Aigua Nova, 29", 29,43204,Reus,977753409Reus4,977 75 19 88,jsegarra.tgn.ics@gencat.cat,,2020-03-19T07:59:45, Cm Aigua Nova,,clinic,
3620207,Consultori Local La Fatarella," Cr Suñe, 3", 3,43781,"Fatarella, la",977413760,,,,2020-03-19T07:59:33, Cr Suñe,,clinic,
3620340,Consultori Local Mollet De Peralada," Cr De La Plaça, 12", 12,17752,Mollet de Peralada,972545197,,,,2020-03-19T07:59:30, Cr De La Plaçaça,,clinic,
10927239,Assir Berguedà Berga," Cr Quim Serra, 1", 1,08600,Berga,938212744,93 821 15 53,eapberguedacentre.cc.ics@gencat.cat,,2020-03-19T07:59:09, Cr Quim Serra,,clinic,
3621333,Consultori Local Tavascan," Cr Major, S/N", ,25577,Lladorre,973623098,,,,2020-03-19T07:59:00, Cr Major,,clinic,
3622804,Hospital - Cuap Vic," Cr De Francesc Pla ""El Vigatà"", 1", 1,08500,Vic,938891111,,client@chv.cat,http://www.hgv.cat,2020-03-19T07:59:05," Cr De Francesc Plaça ""El Vigatà""",,clinic,
10929866,Assir Barcelona Ciutat Manso," Cr Manso, 19", 19,08015,Barcelona,935517283,,,,2020-03-19T07:58:43, Cr Manso,,clinic,
10930444,Assir Vallès Occidental Mutua De Terrassa," Rb D'Egara, 368-388", 368-388,08221,Terrassa,937365900,93 788 76 41,gerenciamutua@mutuaterrassa.es,http://www.mutuaterrassa.cat,2020-03-19T07:57:47, Rb D'Egara,,clinic,
3619665,Consultori Local Sudanell," Cr Del Segre, S/N", ,25173,Sudanell,973258214,,,,2020-03-19T07:59:50, Cr Del Segre,,clinic,
3620133,Consultori Local Molló," Cr Sant Sebastià, 36", 36,17868,Molló,972130129,,,,2020-03-19T07:59:19, Cr Sant Sebastià,,clinic,
3620777,Consultori Local Organyà," Cr Capella Sant Josep, S/N", ,25794,Organyà,973382099,973 38 31 28,,,2020-03-19T07:59:03, Cr Capella Sant Josep,,clinic,
10929872,Assir Maragall," Cr Sant Quintí, 89", 89,08041,Barcelona,,,,,2020-03-19T07:58:43, Cr Sant Quintí,,clinic,
3621681,Consultori Local Pontons," Pl De La Vila, S/N", ,08738,Pontons,938987028,,,,2020-03-19T07:58:58, PlaçaDe La Vila,,clinic,
3620254,Cap Cadaqués," Cr Nou, 6-10", 6-10,17488,Cadaqués,972258807,972 25 88 07,eap_roses.girona.ics@gencat.cat,,2020-03-19T07:59:32, Cr Nou,,clinic,
9026597,Atenció Continuada Cap La Salut," Pg Dels Encants, S/N", ,08914,Badalona,,,,,2020-03-19T07:58:46, Pg Dels Encants,,clinic,yes
3620307,Atenció Continuada Cap Anoia," Ps Verdaguer, 170", 170,08700,Igualada,938053500,93 806 62 32,,,2020-03-19T07:59:14, Ps Verdaguer,,clinic,yes
3621045,Consultori Local Orcau," Cr Portalet, S/N", ,25650,Isona i Conca Dellà,973664098,973 65 04 86,,,2020-03-19T07:59:01, Cr Portalet,,clinic,
3622229,Cap Dr. Gonçal Calvo I Queraltó," Cr Joan Fusté Ortells, 1", 1,08310,Argentona,937561092,93 756 13 74,gerencia@csdm.cat,http://www.csdm.cat,2020-03-19T07:58:01, Cr Joan Fusté Ortells,,clinic,
3620368,Consultori Local Pont De Vilomara I Rocafort," Pl Cooperativa, S/N", ,08254,"Pont de Vilomara i Rocafort, el",938317552,,,,2020-03-19T07:59:10, PlaçaCooperativa,,clinic,
3620707,Consultori Local Aiguafreda," Ct De Ribes, 10", 10,08591,Aiguafreda,938441026,,aiguafreda.mn.ics@gencat.cat,,2020-03-19T07:57:43, Ct De Ribes,,clinic,
3619990,Consultori Local Els Torms," Cr Eral, S/N", ,25164,"Torms, els",973128113,,,,2020-03-19T07:59:57, Cr Eral,,clinic,
3622020,Cap Cornellà De Llobregat (La Gavarra)," Cr Bellaterra, 41", 41,08940,Cornellà de Llobregat,933768250,93 376 99 07,gavarra.blc.cp.ics@gencat.net,,2020-03-19T07:58:56, Cr Bellaterra,,clinic,
